County,Tax Base Category,Year,Value
4-County regional Totals,Retail Sales (nominal),2023,105214308000.0
4-County regional Totals,Motor Fuel (gal.),2023,1887824712.0
4-County regional Totals,Cars and Gas Trucks,2023,3781628.108
4-County regional Totals,Diesel,2023,151.4310278
4-County regional Totals,Total Registrations (000s),2023,3933059.136
King County,Population,2023,2330965.895
King County,Employment,2023,1496965.538
King County,Retail Sales (nominal),2023,61862171990.0
King County,Cars and Gas Trucks,2023,1834763.942
Kitsap County,Population,2023,278692.98939999996
Kitsap County,Employment,2023,101220.7152
Kitsap County,Retail Sales (nominal),2023,5273774404.0
Kitsap County,Cars and Gas Trucks,2023,278927.87299999996
Pierce County,Population,2023,932321.1161
Pierce County,Employment,2023,342714.8975
Pierce County,Retail Sales (nominal),2023,19909335430.0
Pierce County,Cars and Gas Trucks,2023,818809.0542
Snohomish County,Population,2023,874855.9992000001
Snohomish County,Employment,2023,332661.8497
Snohomish County,Retail Sales (nominal),2023,18169026140.0
Snohomish County,Cars and Gas Trucks,2023,849127.2390000001
4-County regional Totals,Personal Income (nominal),2024,356189000000.0
4-County regional Totals,Population,2024,4477439.0
4-County regional Totals,Employment,2024,2303879.0
4-County regional Totals,Retail Sales (nominal),2024,109517971600.0
4-County regional Totals,Motor Fuel (gal.),2024,1875277984.0
4-County regional Totals,Cars and Gas Trucks,2024,3834697.06
4-County regional Totals,Diesel,2024,155.0174238
4-County regional Totals,Total Registrations (000s),2024,3989714.484
King County,Population,2024,2361093.391
King County,Employment,2024,1514782.863
King County,Retail Sales (nominal),2024,63944380630.0
King County,Cars and Gas Trucks,2024,1857823.247
Kitsap County,Population,2024,281938.1969
Kitsap County,Employment,2024,102701.333
Kitsap County,Retail Sales (nominal),2024,5537980803.0
Kitsap County,Cars and Gas Trucks,2024,282574.5564
Pierce County,Population,2024,944900.0796
Pierce County,Employment,2024,347831.5678
Pierce County,Retail Sales (nominal),2024,20912039400.0
Pierce County,Cars and Gas Trucks,2024,830612.1612
Snohomish County,Population,2024,889507.3325
Snohomish County,Employment,2024,338563.2367
Snohomish County,Retail Sales (nominal),2024,19123570800.0
Snohomish County,Cars and Gas Trucks,2024,863687.0959000001
4-County regional Totals,Personal Income (nominal),2025,368907000000.0
4-County regional Totals,Population,2025,4536475.0
4-County regional Totals,Employment,2025,2333470.0
4-County regional Totals,Retail Sales (nominal),2025,111979956100.0
4-County regional Totals,Motor Fuel (gal.),2025,1859736719.0
4-County regional Totals,Cars and Gas Trucks,2025,3886923.696
4-County regional Totals,Diesel,2025,158.624578
4-County regional Totals,Total Registrations (000s),2025,4045548.274
King County,Population,2025,2390344.98
King County,Employment,2025,1532067.771
King County,Retail Sales (nominal),2025,64834790550.0
King County,Cars and Gas Trucks,2025,1880209.588
Kitsap County,Population,2025,285069.2692
Kitsap County,Employment,2025,104153.03640000001
Kitsap County,Retail Sales (nominal),2025,5672508083.0
Kitsap County,Cars and Gas Trucks,2025,286245.3348
Pierce County,Population,2025,957142.6498
Pierce County,Employment,2025,352853.0
Pierce County,Retail Sales (nominal),2025,21734910680.0
Pierce County,Cars and Gas Trucks,2025,842636.0942
Snohomish County,Population,2025,903918.1015
Snohomish County,Employment,2025,344396.19269999996
Snohomish County,Retail Sales (nominal),2025,19737746750.0
Snohomish County,Cars and Gas Trucks,2025,877832.6795000001
4-County regional Totals,Personal Income (nominal),2026,380609000000.0
4-County regional Totals,Population,2026,4595981.0
4-County regional Totals,Employment,2026,2360237.0
4-County regional Totals,Retail Sales (nominal),2026,114028704100.0
4-County regional Totals,Motor Fuel (gal.),2026,1846105599.0
4-County regional Totals,Cars and Gas Trucks,2026,3940050.852
4-County regional Totals,Diesel,2026,162.3240653
4-County regional Totals,Total Registrations (000s),2026,4102374.917
King County,Population,2026,2420072.835
King County,Employment,2026,1547657.18
King County,Retail Sales (nominal),2026,65478524600.0
King County,Cars and Gas Trucks,2026,1903196.175
Kitsap County,Population,2026,288302.45989999996
Kitsap County,Employment,2026,105469.0025
Kitsap County,Retail Sales (nominal),2026,5758062588.0
Kitsap County,Cars and Gas Trucks,2026,290065.4177
Pierce County,Population,2026,969508.7707999999
Pierce County,Employment,2026,357406.9316
Pierce County,Retail Sales (nominal),2026,22534118720.0
Pierce County,Cars and Gas Trucks,2026,854917.0142000001
Snohomish County,Population,2026,918096.9346
Snohomish County,Employment,2026,349703.8856
Snohomish County,Retail Sales (nominal),2026,20257998240.0
Snohomish County,Cars and Gas Trucks,2026,891872.2456
4-County regional Totals,Personal Income (nominal),2027,399707000000.0
4-County regional Totals,Population,2027,4655103.0
4-County regional Totals,Employment,2027,2391465.0
4-County regional Totals,Retail Sales (nominal),2027,118328616500.0
4-County regional Totals,Motor Fuel (gal.),2027,1834083223.0
4-County regional Totals,Cars and Gas Trucks,2027,3993440.316
4-County regional Totals,Diesel,2027,166.0911574
4-County regional Totals,Total Registrations (000s),2027,4159531.473
King County,Population,2027,2449556.498
King County,Employment,2027,1566122.992
King County,Retail Sales (nominal),2027,67563997310.00001
King County,Cars and Gas Trucks,2027,1926844.255
Kitsap County,Population,2027,291498.4988
Kitsap County,Employment,2027,106987.2908
Kitsap County,Retail Sales (nominal),2027,5959450988.0
Kitsap County,Cars and Gas Trucks,2027,293730.7102
Pierce County,Population,2027,981789.0113
Pierce County,Employment,2027,362648.8281
Pierce County,Retail Sales (nominal),2027,23616145760.0
Pierce County,Cars and Gas Trucks,2027,866844.1391
Snohomish County,Population,2027,932258.9915
Snohomish County,Employment,2027,355705.8891
Snohomish County,Retail Sales (nominal),2027,21189022430.0
Snohomish County,Cars and Gas Trucks,2027,906021.2115000001
4-County regional Totals,Personal Income (nominal),2028,416271000000.0
4-County regional Totals,Population,2028,4710639.0
4-County regional Totals,Employment,2028,2424425.0
4-County regional Totals,Retail Sales (nominal),2028,121701571300.0
4-County regional Totals,Motor Fuel (gal.),2028,1822865742.0
4-County regional Totals,Cars and Gas Trucks,2028,4044403.859
4-County regional Totals,Diesel,2028,169.8140699
4-County regional Totals,Total Registrations (000s),2028,4214217.928
King County,Population,2028,2477112.591
King County,Employment,2028,1585669.079
King County,Retail Sales (nominal),2028,69057839260.0
King County,Cars and Gas Trucks,2028,1948887.986
Kitsap County,Population,2028,294457.3589
Kitsap County,Employment,2028,108586.36099999999
Kitsap County,Retail Sales (nominal),2028,6129772924.0
Kitsap County,Cars and Gas Trucks,2028,297318.43570000003
Pierce County,Population,2028,993308.2293
Pierce County,Employment,2028,368167.14180000004
Pierce County,Retail Sales (nominal),2028,24597524760.0
Pierce County,Cars and Gas Trucks,2028,878644.8441
Snohomish County,Population,2028,945760.8205
Snohomish County,Employment,2028,362002.4186
Snohomish County,Retail Sales (nominal),2028,21916434350.0
Snohomish County,Cars and Gas Trucks,2028,919552.5926
4-County regional Totals,Personal Income (nominal),2029,429953000000.0
4-County regional Totals,Population,2029,4766561.0
4-County regional Totals,Employment,2029,2455145.0
4-County regional Totals,Retail Sales (nominal),2029,124073916700.0
4-County regional Totals,Motor Fuel (gal.),2029,1813542084.0
4-County regional Totals,Cars and Gas Trucks,2029,4096258.5609999998
4-County regional Totals,Diesel,2029,173.6312818
4-County regional Totals,Total Registrations (000s),2029,4269889.843
King County,Population,2029,2504832.211
King County,Employment,2029,1603696.567
King County,Retail Sales (nominal),2029,69922184290.0
King County,Cars and Gas Trucks,2029,1971280.1130000001
Kitsap County,Population,2029,297428.0732
Kitsap County,Employment,2029,110088.3759
Kitsap County,Retail Sales (nominal),2029,6242682532.0
Kitsap County,Cars and Gas Trucks,2029,301018.7084
Pierce County,Population,2029,1004904.2590000001
Pierce County,Employment,2029,373358.9573
Pierce County,Retail Sales (nominal),2029,25471167360.0
Pierce County,Cars and Gas Trucks,2029,890776.8476999999
Snohomish County,Population,2029,959396.4568
Snohomish County,Employment,2029,368001.09959999996
Snohomish County,Retail Sales (nominal),2029,22437882530.0
Snohomish County,Cars and Gas Trucks,2029,933182.8923000001
4-County regional Totals,Personal Income (nominal),2030,449984000000.0
4-County regional Totals,Population,2030,4823243.0
4-County regional Totals,Employment,2030,2488556.0
4-County regional Totals,Retail Sales (nominal),2030,128283955600.0
4-County regional Totals,Motor Fuel (gal.),2030,1806339922.0
4-County regional Totals,Cars and Gas Trucks,2030,4149487.51
4-County regional Totals,Diesel,2030,177.5653164
4-County regional Totals,Total Registrations (000s),2030,4327052.826
King County,Population,2030,2532911.352
King County,Employment,2030,1623427.8830000001
King County,Retail Sales (nominal),2030,71962482180.0
King County,Cars and Gas Trucks,2030,1994903.437
Kitsap County,Population,2030,300433.8102
Kitsap County,Employment,2030,111714.3491
Kitsap County,Retail Sales (nominal),2030,6439567911.0
Kitsap County,Cars and Gas Trucks,2030,304630.0299
Pierce County,Population,2030,1016655.886
Pierce County,Employment,2030,378973.7581
Pierce County,Retail Sales (nominal),2030,26582742470.0
Pierce County,Cars and Gas Trucks,2030,902744.4024
Snohomish County,Population,2030,973241.9517
Snohomish County,Employment,2030,374440.0099
Snohomish County,Retail Sales (nominal),2030,23299163020.0
Snohomish County,Cars and Gas Trucks,2030,947209.64
4-County regional Totals,Personal Income (nominal),2031,471164000000.0
4-County regional Totals,Population,2031,4876182.0
4-County regional Totals,Employment,2031,2523686.0
4-County regional Totals,Retail Sales (nominal),2031,132700665400.0
4-County regional Totals,Motor Fuel (gal.),2031,1799719298.0
4-County regional Totals,Cars and Gas Trucks,2031,4200429.534
4-County regional Totals,Diesel,2031,181.4604844
4-County regional Totals,Total Registrations (000s),2031,4381890.019
King County,Population,2031,2559327.527
King County,Employment,2031,1644383.386
King County,Retail Sales (nominal),2031,74146945190.0
King County,Cars and Gas Trucks,2031,2017458.3
Kitsap County,Population,2031,303298.825
Kitsap County,Employment,2031,113411.2119
Kitsap County,Retail Sales (nominal),2031,6669409906.0
Kitsap County,Cars and Gas Trucks,2031,308211.0487
Pierce County,Population,2031,1027658.2450000001
Pierce County,Employment,2031,384824.1155
Pierce County,Retail Sales (nominal),2031,27729076010.0
Pierce County,Cars and Gas Trucks,2031,914462.1292000001
Snohomish County,Population,2031,985897.4034000001
Snohomish County,Employment,2031,381067.2871
Snohomish County,Retail Sales (nominal),2031,24155234300.0
Snohomish County,Cars and Gas Trucks,2031,960298.0564
4-County regional Totals,Personal Income (nominal),2032,489345000000.0
4-County regional Totals,Population,2032,4924105.0
4-County regional Totals,Employment,2032,2553790.0
4-County regional Totals,Retail Sales (nominal),2032,136084836900.0
4-County regional Totals,Motor Fuel (gal.),2032,1793171322.0
4-County regional Totals,Cars and Gas Trucks,2032,4247866.173
4-County regional Totals,Diesel,2032,185.2616337
4-County regional Totals,Total Registrations (000s),2032,4433127.806000001
King County,Population,2032,2583082.349
King County,Employment,2032,1662013.337
King County,Retail Sales (nominal),2032,75698852430.0
King County,Cars and Gas Trucks,2032,2038270.033
Kitsap County,Population,2032,305842.8984
Kitsap County,Employment,2032,114885.3103
Kitsap County,Retail Sales (nominal),2032,6836809681.0
Kitsap County,Cars and Gas Trucks,2032,311563.4298
Pierce County,Population,2032,1037600.2470000001
Pierce County,Employment,2032,389921.02160000004
Pierce County,Retail Sales (nominal),2032,28757559430.0
Pierce County,Cars and Gas Trucks,2032,925546.8671
Snohomish County,Population,2032,997579.506
Snohomish County,Employment,2032,386970.3315
Snohomish County,Retail Sales (nominal),2032,24791615340.0
Snohomish County,Cars and Gas Trucks,2032,972485.8431
4-County regional Totals,Personal Income (nominal),2033,510160000000.0
4-County regional Totals,Population,2033,4974711.0
4-County regional Totals,Employment,2033,2584263.0
4-County regional Totals,Retail Sales (nominal),2033,140121468500.0
4-County regional Totals,Motor Fuel (gal.),2033,1789770382.0
4-County regional Totals,Cars and Gas Trucks,2033,4298443.041
4-County regional Totals,Diesel,2033,189.2577876
4-County regional Totals,Total Registrations (000s),2033,4487700.829
King County,Population,2033,2608216.6390000004
King County,Employment,2033,1679836.344
King County,Retail Sales (nominal),2033,77679406770.0
King County,Cars and Gas Trucks,2033,2060799.0960000001
Kitsap County,Population,2033,308544.87769999995
Kitsap County,Employment,2033,116378.885
Kitsap County,Retail Sales (nominal),2033,7046907022.0
Kitsap County,Cars and Gas Trucks,2033,315076.992
Pierce County,Population,2033,1048104.4489999999
Pierce County,Employment,2033,395086.2822
Pierce County,Retail Sales (nominal),2033,29871806920.0
Pierce County,Cars and Gas Trucks,2033,937214.1187
Snohomish County,Population,2033,1009845.0340000001
Snohomish County,Employment,2033,392961.4891
Snohomish County,Retail Sales (nominal),2033,25523347780.0
Snohomish County,Cars and Gas Trucks,2033,985352.8345
4-County regional Totals,Personal Income (nominal),2034,533107000000.0
4-County regional Totals,Population,2034,5026349.0
4-County regional Totals,Employment,2034,2616901.0
4-County regional Totals,Retail Sales (nominal),2034,144637809500.0
4-County regional Totals,Motor Fuel (gal.),2034,1788846759.0
4-County regional Totals,Cars and Gas Trucks,2034,4350748.886
4-County regional Totals,Diesel,2034,193.3909464
4-County regional Totals,Total Registrations (000s),2034,4544139.8319999995
King County,Population,2034,2633862.97
King County,Employment,2034,1699017.596
King County,Retail Sales (nominal),2034,79976302730.0
King County,Cars and Gas Trucks,2034,2084204.238
Kitsap County,Population,2034,311301.7959
Kitsap County,Employment,2034,117972.9544
Kitsap County,Retail Sales (nominal),2034,7294154913.0
Kitsap County,Cars and Gas Trucks,2034,318713.9021
Pierce County,Population,2034,1058822.803
Pierce County,Employment,2034,400595.04850000003
Pierce County,Retail Sales (nominal),2034,31052407520.0
Pierce County,Cars and Gas Trucks,2034,949281.1874
Snohomish County,Population,2034,1022361.43
Snohomish County,Employment,2034,399315.40150000004
Snohomish County,Retail Sales (nominal),2034,26314944320.0
Snohomish County,Cars and Gas Trucks,2034,998549.5588
4-County regional Totals,Personal Income (nominal),2035,555788000000.0
4-County regional Totals,Population,2035,5080466.0
4-County regional Totals,Employment,2035,2650453.0
4-County regional Totals,Retail Sales (nominal),2035,148928065300.0
4-County regional Totals,Motor Fuel (gal.),2035,1790905256.0
4-County regional Totals,Cars and Gas Trucks,2035,4406044.351
4-County regional Totals,Diesel,2035,197.7207022
4-County regional Totals,Total Registrations (000s),2035,4603765.053
King County,Population,2035,2660778.296
King County,Employment,2035,1718740.8069999998
King County,Retail Sales (nominal),2035,82162517240.0
King County,Cars and Gas Trucks,2035,2109036.399
Kitsap County,Population,2035,314202.86850000004
Kitsap County,Employment,2035,119611.3709
Kitsap County,Retail Sales (nominal),2035,7520879009.0
Kitsap County,Cars and Gas Trucks,2035,322569.8763
Pierce County,Population,2035,1070059.9810000001
Pierce County,Employment,2035,406256.8574
Pierce County,Retail Sales (nominal),2035,32211334160.0
Pierce County,Cars and Gas Trucks,2035,962033.2285
Snohomish County,Population,2035,1035424.854
Snohomish County,Employment,2035,405843.965
Snohomish County,Retail Sales (nominal),2035,27033334920.0
Snohomish County,Cars and Gas Trucks,2035,1012404.8470000001
4-County regional Totals,Personal Income (nominal),2036,581582000000.0
4-County regional Totals,Population,2036,5135689.0
4-County regional Totals,Employment,2036,2685646.0
4-County regional Totals,Retail Sales (nominal),2036,153951701600.0
4-County regional Totals,Motor Fuel (gal.),2036,1795445696.0
4-County regional Totals,Cars and Gas Trucks,2036,4463144.311
4-County regional Totals,Diesel,2036,202.1980624
4-County regional Totals,Total Registrations (000s),2036,4665342.373000001
King County,Population,2036,2688424.744
King County,Employment,2036,1739542.1919999998
King County,Retail Sales (nominal),2036,84836962470.0
King County,Cars and Gas Trucks,2036,2135006.887
Kitsap County,Population,2036,317221.37320000003
Kitsap County,Employment,2036,121322.9862
Kitsap County,Retail Sales (nominal),2036,7784765424.0
Kitsap County,Cars and Gas Trucks,2036,326571.9358
Pierce County,Population,2036,1081547.325
Pierce County,Employment,2036,412166.6154
Pierce County,Retail Sales (nominal),2036,33476750500.000004
Pierce County,Cars and Gas Trucks,2036,975119.7992
Snohomish County,Population,2036,1048495.5580000001
Snohomish County,Employment,2036,412614.206
Snohomish County,Retail Sales (nominal),2036,27853223190.0
Snohomish County,Cars and Gas Trucks,2036,1026445.6889999999
4-County regional Totals,Personal Income (nominal),2037,611269000000.0
4-County regional Totals,Population,2037,5190095.0
4-County regional Totals,Employment,2037,2723512.0
4-County regional Totals,Retail Sales (nominal),2037,159894874800.0
4-County regional Totals,Motor Fuel (gal.),2037,1801803899.0
4-County regional Totals,Cars and Gas Trucks,2037,4520371.965
4-County regional Totals,Diesel,2037,206.7495801
4-County regional Totals,Total Registrations (000s),2037,4727121.545
King County,Population,2037,2715616.285
King County,Employment,2037,1762019.972
King County,Retail Sales (nominal),2037,88114781020.0
King County,Cars and Gas Trucks,2037,2161057.084
Kitsap County,Population,2037,320180.9436
Kitsap County,Employment,2037,123158.71029999999
Kitsap County,Retail Sales (nominal),2037,8090657832.0
Kitsap County,Cars and Gas Trucks,2037,330555.4689
Pierce County,Population,2037,1092859.543
Pierce County,Employment,2037,418500.6208
Pierce County,Retail Sales (nominal),2037,34877180540.0
Pierce County,Cars and Gas Trucks,2037,988188.2028
Snohomish County,Population,2037,1061438.229
Snohomish County,Employment,2037,419832.69739999995
Snohomish County,Retail Sales (nominal),2037,28812255410.0
Snohomish County,Cars and Gas Trucks,2037,1040571.2089999999
4-County regional Totals,Personal Income (nominal),2038,641291000000.0
4-County regional Totals,Population,2038,5238443.0
4-County regional Totals,Employment,2038,2762314.0
4-County regional Totals,Retail Sales (nominal),2038,165741709300.0
4-County regional Totals,Motor Fuel (gal.),2038,1808145137.0
4-County regional Totals,Cars and Gas Trucks,2038,4573137.486
4-County regional Totals,Diesel,2038,211.1644224
4-County regional Totals,Total Registrations (000s),2038,4784301.909
King County,Population,2038,2739612.579
King County,Employment,2038,1785045.639
King County,Retail Sales (nominal),2038,91366889960.0
King County,Cars and Gas Trucks,2038,2185053.878
Kitsap County,Population,2038,322758.8527
Kitsap County,Employment,2038,125040.2836
Kitsap County,Retail Sales (nominal),2038,8397294110.999999
Kitsap County,Cars and Gas Trucks,2038,334203.7671
Pierce County,Population,2038,1102893.271
Pierce County,Employment,2038,424993.16829999996
Pierce County,Retail Sales (nominal),2038,36269193990.0
Pierce County,Cars and Gas Trucks,2038,1000350.371
Snohomish County,Population,2038,1073178.297
Snohomish County,Employment,2038,427234.9095
Snohomish County,Retail Sales (nominal),2038,29708331210.0
Snohomish County,Cars and Gas Trucks,2038,1053529.4710000001
4-County regional Totals,Personal Income (nominal),2039,671218000000.0
4-County regional Totals,Population,2039,5283709.0
4-County regional Totals,Employment,2039,2796063.0
4-County regional Totals,Retail Sales (nominal),2039,171376570400.0
4-County regional Totals,Motor Fuel (gal.),2039,1815362525.0
4-County regional Totals,Cars and Gas Trucks,2039,4623991.528
4-County regional Totals,Diesel,2039,215.5565244
4-County regional Totals,Total Registrations (000s),2039,4839548.053
King County,Population,2039,2761973.794
King County,Employment,2039,1804751.412
King County,Retail Sales (nominal),2039,94528512170.0
King County,Cars and Gas Trucks,2039,2208066.091
Kitsap County,Population,2039,325139.63639999996
Kitsap County,Employment,2039,126696.4589
Kitsap County,Retail Sales (nominal),2039,8689651267.0
Kitsap County,Cars and Gas Trucks,2039,337736.29469999997
Pierce County,Population,2039,1112275.498
Pierce County,Employment,2039,430722.2154
Pierce County,Retail Sales (nominal),2039,37641036270.0
Pierce County,Cars and Gas Trucks,2039,1012202.9260000001
Snohomish County,Population,2039,1084320.072
Snohomish County,Employment,2039,433892.9141
Snohomish County,Retail Sales (nominal),2039,30517370640.0
Snohomish County,Cars and Gas Trucks,2039,1065986.217
4-County regional Totals,Personal Income (nominal),2040,702124000000.0
4-County regional Totals,Population,2040,5328033.0
4-County regional Totals,Employment,2040,2828304.0
4-County regional Totals,Retail Sales (nominal),2040,177090884000.0
4-County regional Totals,Motor Fuel (gal.),2040,1824276785.0
4-County regional Totals,Cars and Gas Trucks,2040,4674771.569
4-County regional Totals,Diesel,2040,220.0107064
4-County regional Totals,Total Registrations (000s),2040,4894782.274999999
King County,Population,2040,2783820.347
King County,Employment,2040,1823434.1879999998
King County,Retail Sales (nominal),2040,97786053010.0
King County,Cars and Gas Trucks,2040,2231217.7339999997
Kitsap County,Population,2040,327455.5314
Kitsap County,Employment,2040,128287.3352
Kitsap County,Retail Sales (nominal),2040,8984439703.0
Kitsap County,Cars and Gas Trucks,2040,341229.3841
Pierce County,Population,2040,1121456.914
Pierce County,Employment,2040,436231.6263
Pierce County,Retail Sales (nominal),2040,39025751660.0
Pierce County,Cars and Gas Trucks,2040,1024023.7259999999
Snohomish County,Population,2040,1095300.208
Snohomish County,Employment,2040,440350.8503
Snohomish County,Retail Sales (nominal),2040,31294639620.0
Snohomish County,Cars and Gas Trucks,2040,1078300.725
4-County regional Totals,Personal Income (nominal),2041,733596000000.0
4-County regional Totals,Population,2041,5374982.0
4-County regional Totals,Employment,2041,2859941.0
4-County regional Totals,Retail Sales (nominal),2041,182767659100.0
4-County regional Totals,Motor Fuel (gal.),2041,1835851228.0
4-County regional Totals,Cars and Gas Trucks,2041,4728580.819
4-County regional Totals,Diesel,2041,224.6752034
4-County regional Totals,Total Registrations (000s),2041,4953256.022
King County,Population,2041,2807124.557
King County,Employment,2041,1841989.4589999998
King County,Retail Sales (nominal),2041,101072085600.0
King County,Cars and Gas Trucks,2041,2255993.356
Kitsap County,Population,2041,329960.4892
Kitsap County,Employment,2041,129834.81739999999
Kitsap County,Retail Sales (nominal),2041,9270221400.0
Kitsap County,Cars and Gas Trucks,2041,344966.7415
Pierce County,Population,2041,1131202.79
Pierce County,Employment,2041,441581.0576
Pierce County,Retail Sales (nominal),2041,40412776090.0
Pierce County,Cars and Gas Trucks,2041,1036548.9869999998
Snohomish County,Population,2041,1106694.164
Snohomish County,Employment,2041,446535.66569999995
Snohomish County,Retail Sales (nominal),2041,32012576090.0
Snohomish County,Cars and Gas Trucks,2041,1091071.7340000002
4-County regional Totals,Personal Income (nominal),2042,767792000000.0
4-County regional Totals,Population,2042,5424064.0
4-County regional Totals,Employment,2042,2893188.0
4-County regional Totals,Retail Sales (nominal),2042,188970704600.0
4-County regional Totals,Motor Fuel (gal.),2042,1849857263.0
4-County regional Totals,Cars and Gas Trucks,2042,4784973.234
4-County regional Totals,Diesel,2042,229.5336562
4-County regional Totals,Total Registrations (000s),2042,5014506.89
King County,Population,2042,2831520.8389999997
King County,Employment,2042,1861539.9
King County,Retail Sales (nominal),2042,104741713300.0
King County,Cars and Gas Trucks,2042,2282166.091
Kitsap County,Population,2042,332589.5903
Kitsap County,Employment,2042,131457.9418
Kitsap County,Retail Sales (nominal),2042,9564672836.0
Kitsap County,Cars and Gas Trucks,2042,348841.6629
Pierce County,Population,2042,1141395.1400000001
Pierce County,Employment,2042,447189.735
Pierce County,Retail Sales (nominal),2042,41883579690.0
Pierce County,Cars and Gas Trucks,2042,1049573.736
Snohomish County,Population,2042,1118558.4309999999
Snohomish County,Employment,2042,453000.42339999997
Snohomish County,Retail Sales (nominal),2042,32780738760.0
Snohomish County,Cars and Gas Trucks,2042,1104391.744
4-County regional Totals,Personal Income (nominal),2043,804413000000.0
4-County regional Totals,Population,2043,5474229.0
4-County regional Totals,Employment,2043,2928359.0
4-County regional Totals,Retail Sales (nominal),2043,195600236700.0
4-County regional Totals,Motor Fuel (gal.),2043,1865793125.0
4-County regional Totals,Cars and Gas Trucks,2043,4842998.652
4-County regional Totals,Diesel,2043,234.5445653
4-County regional Totals,Total Registrations (000s),2043,5077543.217999999
King County,Population,2043,2856459.842
King County,Employment,2043,1882284.232
King County,Retail Sales (nominal),2043,108733463400.0
King County,Cars and Gas Trucks,2043,2309194.919
Kitsap County,Population,2043,335278.0727
Kitsap County,Employment,2043,133171.1779
Kitsap County,Retail Sales (nominal),2043,9879947347.0
Kitsap County,Cars and Gas Trucks,2043,352813.05950000003
Pierce County,Population,2043,1151812.875
Pierce County,Employment,2043,453107.0373
Pierce County,Retail Sales (nominal),2043,43419195470.0
Pierce County,Cars and Gas Trucks,2043,1062986.6099999999
Snohomish County,Population,2043,1130678.211
Snohomish County,Employment,2043,459796.55279999995
Snohomish County,Retail Sales (nominal),2043,33567630480.0
Snohomish County,Cars and Gas Trucks,2043,1118004.063
4-County regional Totals,Personal Income (nominal),2044,842660000000.0
4-County regional Totals,Population,2044,5525074.0
4-County regional Totals,Employment,2044,2964278.0
4-County regional Totals,Retail Sales (nominal),2044,202430390400.0
4-County regional Totals,Motor Fuel (gal.),2044,1883326342.0
4-County regional Totals,Cars and Gas Trucks,2044,4902260.313
4-County regional Totals,Diesel,2044,239.6918071
4-County regional Totals,Total Registrations (000s),2044,5141952.121
King County,Population,2044,2881730.631
King County,Employment,2044,1903463.59
King County,Retail Sales (nominal),2044,112906983600.0
King County,Cars and Gas Trucks,2044,2336966.7169999997
Kitsap County,Population,2044,338001.0526
Kitsap County,Employment,2044,134921.2263
Kitsap County,Retail Sales (nominal),2044,10192919090.0
Kitsap County,Cars and Gas Trucks,2044,356850.34760000004
Pierce County,Population,2044,1162371.1290000002
Pierce County,Employment,2044,459151.7563
Pierce County,Retail Sales (nominal),2044,44993319430.0
Pierce County,Cars and Gas Trucks,2044,1076659.217
Snohomish County,Population,2044,1142971.188
Snohomish County,Employment,2044,466741.42740000004
Snohomish County,Retail Sales (nominal),2044,34337168319.999996
Snohomish County,Cars and Gas Trucks,2044,1131784.0329999998
4-County regional Totals,Personal Income (nominal),2045,883175000000.0
4-County regional Totals,Population,2045,5577099.0
4-County regional Totals,Employment,2045,3000631.0
4-County regional Totals,Retail Sales (nominal),2045,209612673900.0
4-County regional Totals,Motor Fuel (gal.),2045,1902269281.0
4-County regional Totals,Cars and Gas Trucks,2045,4963155.971999999
4-County regional Totals,Diesel,2045,244.9977924
4-County regional Totals,Total Registrations (000s),2045,5208153.765
King County,Population,2045,2907593.413
King County,Employment,2045,1924875.101
King County,Retail Sales (nominal),2045,117367021700.0
King County,Cars and Gas Trucks,2045,2365632.364
Kitsap County,Population,2045,340788.93809999997
Kitsap County,Employment,2045,136693.8708
Kitsap County,Retail Sales (nominal),2045,10502360010.0
Kitsap County,Cars and Gas Trucks,2045,360976.4346
Pierce County,Population,2045,1173175.029
Pierce County,Employment,2045,465275.5719
Pierce County,Retail Sales (nominal),2045,46631286990.0
Pierce County,Cars and Gas Trucks,2045,1090693.66
Snohomish County,Population,2045,1155541.6199999999
Snohomish County,Employment,2045,473786.456
Snohomish County,Retail Sales (nominal),2045,35112005250.0
Snohomish County,Cars and Gas Trucks,2045,1145853.514
4-County regional Totals,Personal Income (nominal),2046,924311000000.0
4-County regional Totals,Population,2046,5627506.0
4-County regional Totals,Employment,2046,3035595.0
4-County regional Totals,Retail Sales (nominal),2046,216719005700.0
4-County regional Totals,Motor Fuel (gal.),2046,1921648263.0
4-County regional Totals,Cars and Gas Trucks,2046,5023152.784
4-County regional Totals,Diesel,2046,250.3396812
4-County regional Totals,Total Registrations (000s),2046,5273492.465
King County,Population,2046,2932719.056
King County,Employment,2046,1945645.497
King County,Retail Sales (nominal),2046,121849985400.0
King County,Cars and Gas Trucks,2046,2393894.776
Kitsap County,Population,2046,343508.83320000005
Kitsap County,Employment,2046,138387.9738
Kitsap County,Retail Sales (nominal),2046,10783046650.0
Kitsap County,Cars and Gas Trucks,2046,365101.5784
Pierce County,Population,2046,1183647.3739999998
Pierce County,Employment,2046,471120.2482
Pierce County,Retail Sales (nominal),2046,48283629890.0
Pierce County,Cars and Gas Trucks,2046,1104705.3530000001
Snohomish County,Population,2046,1167630.737
Snohomish County,Employment,2046,480441.28119999997
Snohomish County,Retail Sales (nominal),2046,35802343740.0
Snohomish County,Cars and Gas Trucks,2046,1159451.0760000001
4-County regional Totals,Personal Income (nominal),2047,966603000000.0
4-County regional Totals,Population,2047,5677500.0
4-County regional Totals,Employment,2047,3069396.0
