County,Revenue Category,Revenue Type,Year,Value
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1993,0.412813
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1993,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1993,4.748156
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1993,8.137281
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1993,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1993,13.946581
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1993,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1993,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1993,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1993,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1993,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1993,8.508849
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1993,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1993,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1993,1.49184
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1993,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1993,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1993,0.83117
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1993,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1993,3.831877
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1993,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1993,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1993,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1993,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1993,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1993,21.523985
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1993,3.925898
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1993,0.005047
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1993,0.746286
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1993,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1993,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1993,3.862779
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1993,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1993,9.060348
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1993,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1993,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1993,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1993,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1993,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1993,16.209895
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1993,2.944766
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1993,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1993,0.000895
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1993,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1993,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1993,1.949189
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1993,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1993,7.271131
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1993,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1993,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1993,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1993,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1993,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1994,44.049529
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1994,6.362661
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1994,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1994,0.289759
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1994,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1994,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1994,18.435862
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1994,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1994,14.015172
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1994,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1994,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1994,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1994,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1994,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1994,9.511619
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1994,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1994,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1994,1.516685
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1994,0.023688
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1994,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1994,1.149599
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1994,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1994,3.953763
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1994,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1994,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1994,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1994,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1994,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1994,23.988216
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1994,3.850719
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1994,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1994,0.521583
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1994,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1994,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1994,2.696151
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1994,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1994,9.940259
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1994,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1994,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1994,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1994,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1994,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1994,18.188265
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1994,5.877442
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1994,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1994,0.001628
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1994,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1994,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1994,1.861118
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1994,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1994,7.124652
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1994,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1994,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1994,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1994,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1994,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1995,44.279928
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1995,6.228607
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1995,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1995,0.254281
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1995,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1995,5.822125
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1995,11.945491
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1995,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1995,14.434891
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1995,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1995,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1995,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1995,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1995,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1995,10.420724
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1995,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1995,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1995,1.261447
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1995,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1995,2.028998
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1995,0.926509
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1995,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1995,4.072133
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1995,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1995,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1995,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1995,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1995,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1995,26.162815
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1995,3.808053
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1995,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1995,0.209468
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1995,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1995,0.151214
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1995,4.287716
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1995,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1995,10.27135
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1995,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1995,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1995,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1995,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1995,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1995,18.772598
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1995,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1995,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1995,0.000871
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1995,0.065556
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1995,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1995,8.371899
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1995,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1995,7.274169
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1995,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1995,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1995,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1995,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1995,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1996,47.822322
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1996,6.726896
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1996,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1996,0.274623
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1996,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1996,6.852057
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1996,12.901131
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1996,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1996,14.307617
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1996,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1996,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1996,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1996,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1996,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1996,11.146714
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1996,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1996,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1996,1.33808
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1996,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1996,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1996,1.428683
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1996,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1996,4.325163
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1996,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1996,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1996,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1996,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1996,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1996,22.321738
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1996,3.233105
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1996,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1996,0.144936
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1996,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1996,2.051821
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1996,5.443385
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1996,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1996,10.396697
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1996,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1996,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1996,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1996,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1996,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1996,27.27997
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1996,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1996,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1996,0.001737
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1996,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1996,0.44289
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1996,2.939723
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1996,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1996,7.511827
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1996,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1996,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1996,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1996,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1996,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1997,43.888115
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1997,5.551022
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1997,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1997,0.395281
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1997,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1997,5.141272
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1997,17.493396
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1997,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1997,14.797571
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1997,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1997,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1997,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1997,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1997,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1997,12.090648
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1997,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1997,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1997,0.692743
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1997,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1997,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1997,1.247583
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1997,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1997,4.522813
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1997,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1997,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1997,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1997,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1997,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1997,23.707001
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1997,3.103827
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1997,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1997,0.114628
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1997,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1997,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1997,5.789584
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1997,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1997,10.782175
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1997,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1997,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1997,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1997,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1997,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1997,25.487421
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1997,2.994446
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1997,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1997,0.000434
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1997,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1997,8.733625
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1997,3.649741
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1997,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1997,7.85502
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1997,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1997,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1997,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1997,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1997,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1998,43.843465
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1998,5.422376
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1998,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1998,0.756745
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1998,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1998,15.143645
